Fruit,Date,EU,EU+UK,BE,BG,CZ,DK,DE,EE,IE,EL,ES,FR,HR,IT,CY,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,UK
Peaches,2004/07,64.4344,64.4344,,,,,,,,,73.784,,,55.5442,,,,,93.7933,,,,,,,,,,,
Peaches,2004/06,79.5957,79.5957,,,,,,,,,102.9605,,,59.0769,,,,,123.2504,,,,,,,,,,,
Peaches,2004/05,167.2872,167.2872,,,,,,,,,167.2872,,,,,,,,,,,,,,,,,,,
Peaches,2004/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2004/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2004/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2004/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2003/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2003/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2003/10,51.9718,51.9718,,,,,,,,,51.9718,,,,,,,,,,,,,,,,,,,
Peaches,2003/09,64.2795,64.2795,,,,,,,,,58.3328,,,70.2262,,,,,,,,,,,,,,,,
Peaches,2003/08,72.935,72.935,,,,,,,,,66.62,,,79.25,,,,,,,,,,,,,,,,
Peaches,2003/07,81.7218,81.7218,,,,,,,,,80.2696,,,83.1739,,,,,,,,,,,,,,,,
Peaches,2003/06,90.3616,90.3616,,,,,,,,,118.0309,,,62.6923,,,,,,,,,,,,,,,,
Peaches,2003/05,142.3159,142.3159,,,,,,,,,142.3159,,,,,,,,,,,,,,,,,,,
Peaches,2003/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2003/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2003/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2003/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2002/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2002/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2002/10,39.9467,39.9467,,,,,,,,,39.9467,,,,,,,,,,,,,,,,,,,
Peaches,2002/09,43.1724,43.1724,,,,,,,,,41.8448,,,44.5,,,,,,,,,,,,,,,,
Peaches,2002/08,46.3548,46.3548,,,,,,,,,48.101,,,44.6086,,,,,,,,,,,,,,,,
Peaches,2002/07,53.6955,53.6955,,,,,,,,,43.275,,,64.116,,,,,,,,,,,,,,,,
Peaches,2002/06,47.3843,47.3843,,,,,,,,,49.476,,,45.2925,,,,,,,,,,,,,,,,
Peaches,2002/05,73.2709,73.2709,,,,,,,,,84.0418,,,62.5,,,,,,,,,,,,,,,,
Peaches,2002/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2002/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2002/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2002/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2001/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2001/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2001/10,46.5785,46.5785,,,,,,,,,46.5785,,,,,,,,,,,,,,,,,,,
Peaches,2001/09,53.6977,53.6977,,,,,,,,,53.6977,,,,,,,,,,,,,,,,,,,
Peaches,2001/08,57.8767,57.8767,,,,,,,,,57.8767,,,,,,,,,,,,,,,,,,,
Peaches,2001/07,63.7534,63.7534,,,,,,,,,63.7534,,,,,,,,,,,,,,,,,,,
Peaches,2001/06,80.2247,80.2247,,,,,,,,,80.2247,,,,,,,,,,,,,,,,,,,
Peaches,2001/05,108.043,108.043,,,,,,,,,108.043,,,,,,,,,,,,,,,,,,,
Peaches,2001/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2001/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2001/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2001/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/11,48.081,48.081,,,,,,,,,48.081,,,,,,,,,,,,,,,,,,,
Peaches,2000/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/08,33.8076,33.8076,,,,,,,,,,,,,,,,,,,,,,33.8076,,,,,,
Peaches,2000/07,49.9493,49.9493,,,,,,,,,,,,,,,,,,,,,,49.9493,,,,,,
Peaches,2000/06,56.1612,56.1612,,,,,,,,,,,,,,,,,,,,,,56.1612,,,,,,
Peaches,2000/05,54.868,54.868,,,,,,,,,,,,,,,,,,,,,,54.868,,,,,,
Peaches,2000/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,2000/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1999/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1998/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1997/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1996/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1995/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1994/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1993/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1992/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peaches,1991/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2020/04,67.7773,67.7773,34.65,,,,66.976,,,,,,70.9069,72.32,,,,,,,,78.78,,,,,,,,
Apples Braeburn,2020/03,60.716,60.716,36.8833,,,,60.8517,,,,,,48.8664,64.08,,,,,,,,66.8783,,,,,,,,
Apples Braeburn,2020/02,55.054,55.054,37.7,,,,56.934,,,,,,,60.1467,,,,,,,31.7733,64.722,,,,,,,,
Apples Braeburn,2020/01,53.9727,53.9727,35.98,,,,53.676,,,,,,,59.0333,,,,,,,29.644,70.394,,,,,,,,
Apples Braeburn,2019/12,53.8217,53.8217,34.8,,,,55.085,,,,,,,58.8511,,,,,,,29.8,67.6183,,,,,,,,
Apples Braeburn,2019/11,53.746,53.746,38.86,,,,56.936,,,,,,,57.94,,,,,,,30.338,62.844,,,,,,,,
Apples Braeburn,2019/10,57.5417,57.5417,33.6,,,,53.435,,,,,,,57.94,,,,,,,38.672,107.502,,,,,,,,
Apples Braeburn,2019/09,60.2184,60.2184,,,,,,,,,,,,,,,,,,,55.96,64.4767,,,,,,,,
Apples Braeburn,2019/08,52.5425,52.5425,,,,,,,,,,,57.8434,,,,,,,,,52.41,,,,,,,,
Apples Braeburn,2019/07,52.1125,52.1125,,,,,51,,,,,,62.8137,,,,,,,,,54.348,,,,,,,,
Apples Braeburn,2019/06,45.5657,45.5657,26.7,,,,46.6875,,,,,,57.54,46.9387,,,,,,,,54.4,,,,,,,,
Apples Braeburn,2019/05,47.7377,47.7377,25.42,,,,47.052,,,,,,56.398,51.1247,,,,,,,,53.6,,,,,,,,
Apples Braeburn,2019/04,47.8626,47.8626,24.675,,,,45.638,,,,,,52.0834,53.22,,,,,,,42.8867,52.8,,,,,,,,
Apples Braeburn,2019/03,47.019,47.019,31.9,,,,41.8688,,,,,,51.428,53.0908,,,,,,,34.1325,54.625,,,,,,,,
Apples Braeburn,2019/02,46.476,46.476,37.46,,,,43.232,,,,,,48.7698,52.1867,,,,,,,34.508,44.72,,,,,,,,
Apples Braeburn,2019/01,48.8476,48.8476,39.225,,,,44.128,,,,,,44.0738,53.536,,,,,,,32.642,60.8,,,,,,,,
Apples Braeburn,2018/12,46.0975,46.0975,28.14,,,,46.77,,,,,,50.9292,54.0611,,,,,,,25.1633,41.5467,,,,,,,,
Apples Braeburn,2018/11,46.8361,46.8361,34.08,,,,49.71,,,,,,,53.844,,,,,,,28.944,34.2267,,,,,,,,
Apples Braeburn,2018/10,50.5094,50.5094,37.64,,,,51.182,,,,,,,53.0733,,,,,,,27.414,71.5,,,,,,,,
Apples Braeburn,2018/09,39.5,39.5,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2018/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2018/07,80,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2018/06,115.8824,115.8824,,,,,135,,,,,,,115,,,,,,,,77.5,,,,,,,,
Apples Braeburn,2018/05,96.5034,96.5034,35,,,,,,,,,,,112.2,,,,,,,,75.6,,,,,,,,
Apples Braeburn,2018/04,98.3864,98.3864,,,,,100.926,,,,,,,100.5556,,,,,,,87.67,92,,,,,,,,
Apples Braeburn,2018/03,88.7376,88.7376,76.6,,,,96.32,,,,,,,91.4167,,,,,,,80.9867,77.5,,,,,,,,
Apples Braeburn,2018/02,84.4078,84.4078,71.8,,,,95.084,,,,,,,87.5,,,,,,,73.5675,67.6,,,,,,,,
Apples Braeburn,2018/01,80.4461,80.4461,44.4,,,,88.89,,,,,,,88.4,,,,,,,61.582,74.6,,,,,,,,
Apples Braeburn,2017/12,80.4132,80.4132,53.84,,,,90.206,,,,,,,87.5,,,,,,,54.56,73.6,,,,,,,,
Apples Braeburn,2017/11,83.486,83.486,61.62,,,,93.28,,,,,,,91.1,,,,,,,51.828,75,,,,,,,,
Apples Braeburn,2017/10,88.5933,88.5933,64.075,,,,91.2167,,,,,,,97.3333,,,,,,,61.324,,,,,,,,,
Apples Braeburn,2017/09,46.7,46.7,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2017/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2017/07,69,69,,,,,,,,,,,,69,,,,,,,,,,,,,,,,
Apples Braeburn,2017/06,58.7576,58.7576,31,,,,44.5,,,,,,,67.4423,,,,,,,,73,,,,,,,,
Apples Braeburn,2017/05,54.5879,54.5879,35,,,,47.1,,,,,,,62.2778,,,,,,,33.74,71.5,,,,,,,,
Apples Braeburn,2017/04,52.4027,52.4027,31,,,,44.5,,,,,,74.72,60,,,,,,,37.212,66.3333,,,,,,,,
Apples Braeburn,2017/03,53.5007,53.5007,42,,,,40.6875,,,,,,,60.2963,,,,,,,42.405,69.25,,,,,,,,
Apples Braeburn,2017/02,52.7754,52.7754,36,,,,41,,,,,,,60.5,,,,,,,34.0671,74.2,,,,,,,,
Apples Braeburn,2017/01,50.9038,50.9038,29.6,,,,40.09,,,,,,,60.5,,,,,,,29.0621,68,,,,,,,,
Apples Braeburn,2016/12,50.2214,50.2214,35.2,,,,40.156,,,,,,,62,,,,,,,26.0527,,,,,,,,,
Apples Braeburn,2016/11,51.777,51.777,33.6,,,,42.6,,,,,,,63,,,,,,,31.6814,,,,,,,,,
Apples Braeburn,2016/10,47.5782,47.5782,21.8,,,,44.9,,,,,,,55.32,,,,,,,38.7382,,,,,,,,,
Apples Braeburn,2016/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2016/08,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2016/07,53.2874,53.2874,27,,,,,,,,,,,56,,,,,,,,65.3333,,,,,,,,
Apples Braeburn,2016/06,49.8146,49.8146,16.4,,,,,,,,,,,54.4615,,,,,,,,58.8333,,,,,,,,
Apples Braeburn,2016/05,44.3261,44.3261,22.6,,,,39,,,,,,64.895,52,,,,,,,26.16,55.4,,,,,,,,
Apples Braeburn,2016/04,47.0353,47.0353,22.6,,,,40.7,,,,,,66.7,55.3462,,,,,,,30.6367,58,,,,,,,,
Apples Braeburn,2016/03,49.8495,49.8495,34.8,,,,38.712,,,,,,57.7975,58.0926,,,,,,,35.5,60.8333,,,,,,,,
Apples Braeburn,2016/02,50.1761,50.1761,34.2,,,,38.456,,,,,,64.5725,60.06,,,,,,,28.4485,62,,,,,,,,
Apples Braeburn,2016/01,50.503,50.503,34.4,,,,38.55,,,,,,58.44,60.5,,,,,,,30.3209,61,,,,,,,,
Apples Braeburn,2015/12,50.8899,50.8899,32.4,,,,40.38,,,,,,,60.5,,,,,,,30.7973,62.6667,,,,,,,,
Apples Braeburn,2015/11,51.3693,51.3693,28.2,,,,42.1667,,,,,,,60.5,,,,,,,32.6772,66,,,,,,,,
Apples Braeburn,2015/10,51.963,51.963,40.75,,,,46.875,,,,,,,58.5,,,,,,,40.3043,,,,,,,,,
Apples Braeburn,2015/09,64,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2015/08,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2015/07,63.069,63.069,27,,,,,,,,,,,71,,,,,,,,57.5,,,,,,,,
Apples Braeburn,2015/06,61.5737,61.5737,54,,,,45,,,,,,,70.8,,,,,,,,58,,,,,,,,
Apples Braeburn,2015/05,53.7315,53.7315,20.6667,,,,37.25,,,,,,,67.08,,,,,,,,53.8,,,,,,,,
Apples Braeburn,2015/04,46.4037,46.4037,25.3333,,,,32.7,,,,,,57.5034,59.125,,,,,,,29.48,48.1667,,,,,,,,
Apples Braeburn,2015/03,41.5737,41.5737,26.25,,,,30.15,,,,,,54.102,50.6923,,,,,,,26.114,49.875,,,,,,,,
Apples Braeburn,2015/02,39.9541,39.9541,25,,,,27.75,,,,,,56.098,49.5,,,,,,,28.4018,43.4,,,,,,,,
Apples Braeburn,2015/01,39.5103,39.5103,28,,,,23.8,,,,,,53.5675,50,,,,,,,28.4571,42,,,,,,,,
Apples Braeburn,2014/12,38.7455,38.7455,25.75,,,,23.1,,,,,,50.8433,50,,,,,,,27.3008,39,,,,,,,,
Apples Braeburn,2014/11,39.5684,39.5684,27.8,,,,24.4,,,,,,51.5367,50.26,,,,,,,28.6036,40,,,,,,,,
Apples Braeburn,2014/10,41.4102,41.4102,38,,,,25.9,,,,,,,51.537,,,,,,,26.5524,,,,,,,,,
Apples Braeburn,2014/09,44.9979,44.9979,,,,,26.25,,,,,,,53,,,,,,,45.17,,,,,,,,,
Apples Braeburn,2014/08,72.25,72.25,,,,,,,,,,,,,,,,,,,,72.25,,,,,,,,
Apples Braeburn,2014/07,57.367,57.367,,,,,,,,,,,,58.2941,,,,,,,,52.5,,,,,,,,
Apples Braeburn,2014/06,60.2976,60.2976,34,,,,58,,,,,,,70.28,,,,,,,41.255,58.4,,,,,,,,
Apples Braeburn,2014/05,67.7615,67.7615,,,,,54.5233,,,,,,85.5733,75.6667,,,,,,,,55.6,,,,,,,,
Apples Braeburn,2014/04,65.6219,65.6219,53.5,,,,57.638,,,,,,64.876,78,,,,,,,39.5633,56.8,,,,,,,,
Apples Braeburn,2014/03,67.3997,67.3997,60,,,,58.727,,,,,,63.613,78,,,,,,,41.5307,64.625,,,,,,,,
Apples Braeburn,2014/02,68.5419,68.5419,50.875,,,,59.672,,,,,,62.436,79.8261,,,,,,,45.0181,70.6,,,,,,,,
Apples Braeburn,2014/01,70.4749,70.4749,50.8,,,,61.16,,,,,,49.206,84,,,,,,,42.308,68.8,,,,,,,,
Apples Braeburn,2013/12,71.7324,71.7324,33,,,,62.292,,,,,,43.78,87,,,,,,,40.9823,83,,,,,,,,
Apples Braeburn,2013/11,74.1774,74.1774,46,,,,61.644,,,,,,,89,,,,,,,41.5807,85.3333,,,,,,,,
Apples Braeburn,2013/10,77.7442,77.7442,58,,,,65.5475,,,,,,,92.6667,,,,,,,47.3317,77,,,,,,,,
Apples Braeburn,2013/09,98,98,,,,,,,,,,,,98,,,,,,,,,,,,,,,,
Apples Braeburn,2013/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2013/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2013/06,58.25,58.25,36,,,,,,,,,,,,,,,,,,,80.5,,,,,,,,
Apples Braeburn,2013/05,79.75,79.75,,,,,58.49,,,,,,,88.9091,,,,,,,,79.5,,,,,,,,
Apples Braeburn,2013/04,73.8668,73.8668,,,,,63.302,,,,,,,84,,,,,,,43.505,74.8,,,,,,,,
Apples Braeburn,2013/03,73.2737,73.2737,71.0909,,,,58.3925,,,,,,,84,,,,,,,50.7744,75.125,,,,,,,,
Apples Braeburn,2013/02,73.1158,73.1158,71.7143,,,,56.542,,,,,,,84,,,,,,,51.5819,76.2,,,,,,,,
Apples Braeburn,2013/01,71.8974,71.8974,59,,,,56.132,,,,,,,84,,,,,,,52.0255,76.6,,,,,,,,
Apples Braeburn,2012/12,71.3268,71.3268,55.8571,,,,57.12,,,,,,,84,,,,,,,43.8873,79.6667,,,,,,,,
Apples Braeburn,2012/11,72.492,72.492,62.6667,,,,59.046,,,,,,,84,,,,,,,44.6458,80,,,,,,,,
Apples Braeburn,2012/10,72.559,72.559,63.1667,,,,59.554,,,,,,,84,,,,,,,51.1473,,,,,,,,,
Apples Braeburn,2012/09,91.6,91.6,131.5,,,,,,,,,,,84,,,,,,,,,,,,,,,,
Apples Braeburn,2012/08,98.5,98.5,133,,,,,,,,,,,,,,,,,,,64,,,,,,,,
Apples Braeburn,2012/07,72.5,72.5,89,,,,,,,,,,,,,,,,,,,56,,,,,,,,
Apples Braeburn,2012/06,72.5776,72.5776,111,,,,,,,,,,,67.35,,,,,,,,61.6,,,,,,,,
Apples Braeburn,2012/05,56.3044,56.3044,68,,,,42.59,,,,,,,61.5,,,,,,,48.3267,56.1667,,,,,,,,
Apples Braeburn,2012/04,56.3346,56.3346,90,,,,41.8467,,,,,,,61.5,,,,,,,32.2833,52.2,,,,,,,,
Apples Braeburn,2012/03,52.6708,52.6708,54.3333,,,,42.65,,,,,,,61.5,,,,,,,28.4729,51.4,,,,,,,,
Apples Braeburn,2012/02,52.4902,52.4902,44.8889,,,,42.14,,,,,,,62.54,,,,,,,29.9078,53.2,,,,,,,,
Apples Braeburn,2012/01,52.4705,52.4705,50.8571,,,,40.786,,,,,,,62.02,,,,,,,28.71,54,,,,,,,,
Apples Braeburn,2011/12,51.1499,51.1499,44.8571,,,,40.408,,,,,,,59.55,,,,,,,31.911,56.75,,,,,,,,
Apples Braeburn,2011/11,53.3619,53.3619,47,,,,41.004,,,,,,,63,,,,,,,34.5409,55.75,,,,,,,,
Apples Braeburn,2011/10,53.2053,53.2053,50,,,,41.206,,,,,,,61.5,,,,,,,31.0669,62,,,,,,,,
Apples Braeburn,2011/09,64.2859,64.2859,103,,,,,,,,,,,56.9118,,,,,,,,,,,,,,,,
Apples Braeburn,2011/08,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2011/07,117.5,117.5,117.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apples Braeburn,2011/06,64.7709,64.7709,,,,,,,,,,,,68.7273,,,,,,,44,,,,,,,,,
Apples Braeburn,2011/05,68.019,68.019,91.225,,,,,,,,,,,69.0385,,,,,,,43.73,63.75,,,,,,,,
Apples Braeburn,2011/04,67.8331,67.8331,87.875,,,,59.44,,,,,,,70.8421,,,,,,,54.3117,64.4,,,,,,,,
Apples Braeburn,2011/03,63.928,63.928,51.3714,,,,59.3663,,,,,,,71.5,,,,,,,51.7229,59.2,,,,,,,,
Apples Braeburn,2011/02,63.7059,63.7059,54.4,,,,58.484,,,,,,,71.4375,,,,,,,46.4758,61.4,,,,,,,,
Apples Braeburn,2011/01,62.6915,62.6915,53.1167,,,,55.3233,,,,,,,71.5,,,,,,,43.2917,62,,,,,,,,
